metier;sexe;formation;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;intervalle_revenus;presence_enfants;presence_enfant_conduite_accompagnée;Index
esthéticien-cosméticien;M;z_High School;Private;z_SUV;no;0;11;Highly Urban/ Urban;15/02/2022 05:03;complet;dev_express;(>40k€, 60k€);Non;Non;1000
employé de restaurant;F;<High School;Private;z_SUV;no;2;4;z_Highly Rural/ Rural;16/02/2022 20:38;complet;dev_integral;(0, 20k€);Non;Non;1001
météorologiste;F;<High School;Private;z_SUV;yes;7;6;Highly Urban/ Urban;14/03/2022 19:17;complet;dev_express;(>40k€, 60k€);Non;Non;1002
gestionnaire de contrats d'assurance;F;<High School;Private;z_SUV;no;0;5;z_Highly Rural/ Rural;22/04/2022 23:48;complet;dev_integral;(N/A - Missing Value);Non;Non;1003
technicien céramiste;M;Bachelors;Private;Minivan;no;2;14;Highly Urban/ Urban;31/05/2022 09:26;complet;dev_integral;(>40k€, 60k€);Non;Non;1004
audioprothésiste;F;z_High School;Private;z_SUV;no;0;;Highly Urban/ Urban;25/02/2022 10:22;complet;dev_integral;(0, 20k€);Non;Non;1005
administrateur de mission humanitaire;F;<High School;Private;Minivan;yes;0;4;Highly Urban/ Urban;12/03/2022 18:17;complet;dev_express;(0, 20k€);Non;Non;1006
rédacteur en chef;M;<High School;Private;z_SUV;no;0;1;z_Highly Rural/ Rural;25/05/2022 17:39;complet;dev_express;(0, 20k€);Non;Non;1007
étanchéiste;F;z_High School;Private;z_SUV;no;3;1;Highly Urban/ Urban;11/02/2022 11:55;complet;dev_express;(0, 20k€);Oui;Non;1008
ingénieur technico-commercial technico-commerciale en électronique;M;Masters;Commercial;Panel Truck;no;0;12;Highly Urban/ Urban;09/02/2022 03:38;complet;dev_express;(>40k€, 60k€);Oui;Oui;1009
auditeur externe;F;Masters;Private;z_SUV;no;0;12;Highly Urban/ Urban;23/04/2022 08:07;complet;dev_integral;(>20k€, 40k€);Oui;Non;1010
infirmier humanitaire;F;Bachelors;Private;z_SUV;no;2;10;Highly Urban/ Urban;06/03/2022 05:04;complet;dev_integral;(>60k€, 80k€);Non;Non;1011
hôtesse de l'air;M;z_High School;Private;z_SUV;no;2;1;Highly Urban/ Urban;18/03/2022 00:31;complet;dev_express;(>40k€, 60k€);Oui;Non;1012
régisseur de spectacles;F;Bachelors;Private;Pickup;no;10;1;Highly Urban/ Urban;29/03/2022 15:07;complet;dev_express;(>20k€, 40k€);Oui;Non;1013
manipulateur en électroradiologie médicale;M;z_High School;Commercial;Pickup;yes;0;1;z_Highly Rural/ Rural;30/03/2022 05:03;complet;dev_express;(>20k€, 40k€);Non;Non;1014
mixeur son;M;z_High School;Private;Minivan;yes;0;1;Highly Urban/ Urban;18/05/2022 15:04;complet;dev_express;(>100k€, 150k€);Oui;Non;1015
mécanicien bateaux;M;Bachelors;Private;Minivan;yes;6;9;Highly Urban/ Urban;01/05/2022 13:54;complet;dev_integral;(>60k€, 80k€);Oui;Oui;1016
éducateur spécialisé spécialisée;M;Masters;Private;Minivan;yes;0;18;z_Highly Rural/ Rural;04/03/2022 08:26;complet;dev_express;(>100k€, 150k€);Non;Non;1017
anatomiste;M;Masters;Private;Minivan;yes;0;14;Highly Urban/ Urban;12/03/2022 22:34;complet;dev_premium;(>100k€, 150k€);Oui;Oui;1018
secrétaire administratif;M;z_High School;Commercial;Minivan;yes;3;10;Highly Urban/ Urban;14/03/2022 18:09;complet;dev_express;(>20k€, 40k€);Non;Non;1019
parfumeur;F;Masters;Private;Minivan;yes;5;18;Highly Urban/ Urban;29/01/2022 04:45;complet;dev_premium;(>40k€, 60k€);Non;Non;1020
chef de projet sites et sols pollués;F;<High School;Private;Sports Car;no;3;7;z_Highly Rural/ Rural;09/05/2022 20:08;complet;dev_premium;(0, 20k€);Non;Non;1021
facteur;F;Masters;Private;Sports Car;no;0;18;Highly Urban/ Urban;15/01/2022 15:51;complet;dev_premium;(>100k€, 150k€);Non;Non;1022
ingénieur production dans les biotechnologies;M;z_High School;Private;Minivan;yes;1;1;z_Highly Rural/ Rural;11/05/2022 19:20;complet;dev_express;(>20k€, 40k€);Non;Non;1023
boucher;M;Masters;Private;z_SUV;no;0;;Highly Urban/ Urban;22/05/2022 23:11;complet;dev_integral;(>80k€, 100k€);Oui;Non;1024
peintre en bâtiment;M;Masters;Private;Sports Car;no;0;15;Highly Urban/ Urban;16/03/2022 05:57;complet;dev_premium;(>40k€, 60k€);Oui;Non;1025
webdesigner;F;Bachelors;Private;z_SUV;no;4;15;Highly Urban/ Urban;10/02/2022 06:27;complet;dev_express;(>100k€, 150k€);Non;Non;1026
agent de constatation des douanes;F;z_High School;Private;z_SUV;no;4;6;Highly Urban/ Urban;30/05/2022 19:20;complet;dev_express;(0, 20k€);Oui;Non;1027
ingénieur chimiste en développement analytique;M;Bachelors;Commercial;z_SUV;no;1;11;Highly Urban/ Urban;10/01/2022 18:50;complet;dev_integral;(0, 20k€);Non;Non;1028
ingénieur du BTP;M;z_High School;Private;z_SUV;no;2;6;Highly Urban/ Urban;21/05/2022 14:48;complet;dev_integral;(>20k€, 40k€);Oui;Oui;1029
sérigraphe;M;Bachelors;Private;Van;yes;4;1;Highly Urban/ Urban;09/04/2022 07:59;complet;dev_express;(>100k€, 150k€);Non;Non;1030
économètre statisticien;F;z_High School;Commercial;Pickup;yes;5;11;Highly Urban/ Urban;13/02/2022 15:50;complet;dev_vip;(>40k€, 60k€);Oui;Non;1031
responsable biométrie;M;<High School;Private;z_SUV;no;7;6;z_Highly Rural/ Rural;25/02/2022 01:50;complet;dev_integral;(0, 20k€);Non;Non;1032
élagueur;F;Bachelors;Private;Minivan;no;6;12;Highly Urban/ Urban;02/01/2022 16:50;complet;dev_integral;(>60k€, 80k€);Oui;Oui;1033
chef de fabrication des industries graphiques;M;Bachelors;Private;Sports Car;no;0;;Highly Urban/ Urban;02/04/2022 01:41;complet;dev_express;(>60k€, 80k€);Oui;Non;1034
peintre en bâtiment;M;z_High School;Private;Pickup;no;2;1;z_Highly Rural/ Rural;03/05/2022 20:04;complet;dev_premium;(N/A - Missing Value);Oui;Non;1035
ingénieur en construction navale;M;PhD;Private;Van;no;1;14;Highly Urban/ Urban;25/04/2022 17:47;complet;dev_express;(N/A - Missing Value);Non;Non;1036
géologue modélisateur;F;Masters;Private;Pickup;yes;4;16;z_Highly Rural/ Rural;08/03/2022 01:20;complet;dev_integral;(0, 20k€);Non;Non;1037
ouvrier paysagiste;F;Bachelors;Commercial;Minivan;yes;6;;Highly Urban/ Urban;31/05/2022 07:38;complet;dev_integral;(>20k€, 40k€);Oui;Non;1038
vendeur-magasinier en fournitures automobiles;M;Bachelors;Commercial;Pickup;yes;0;8;z_Highly Rural/ Rural;21/01/2022 17:55;complet;dev_integral;(N/A - Missing Value);Oui;Non;1039
professeur de collège et de lycée;M;<High School;Private;z_SUV;no;1;1;Highly Urban/ Urban;27/04/2022 00:55;complet;dev_integral;(0, 20k€);Non;Non;1040
maraîcher;F;z_High School;Private;Minivan;no;0;1;Highly Urban/ Urban;25/04/2022 21:28;complet;dev_integral;(>20k€, 40k€);Oui;Non;1041
géochimiste;M;Masters;Private;z_SUV;no;0;15;Highly Urban/ Urban;05/03/2022 04:31;complet;dev_integral;(>100k€, 150k€);Oui;Non;1042
miroitier;F;z_High School;Private;z_SUV;no;0;1;Highly Urban/ Urban;21/01/2022 20:31;complet;dev_integral;(0, 20k€);Non;Non;1043
plâtrier;M;Masters;Commercial;Panel Truck;no;4;15;Highly Urban/ Urban;25/04/2022 02:27;complet;dev_integral;(>60k€, 80k€);Non;Non;1044
bio-informaticien;M;z_High School;Private;Minivan;no;1;14;Highly Urban/ Urban;29/03/2022 10:10;complet;dev_integral;(0, 20k€);Non;Non;1045
officier de gendarmerie;M;PhD;Commercial;Sports Car;no;6;10;Highly Urban/ Urban;13/02/2022 12:49;complet;dev_integral;(0, 20k€);Non;Non;1046
technicien en automatismes;M;z_High School;Private;Sports Car;no;0;1;z_Highly Rural/ Rural;11/02/2022 19:49;complet;dev_express;(0, 20k€);Non;Non;1047
secrétaire;F;z_High School;Commercial;Panel Truck;yes;0;9;z_Highly Rural/ Rural;28/05/2022 14:51;complet;dev_integral;(0, 20k€);Non;Non;1048
trader;M;Bachelors;Private;Minivan;no;4;8;Highly Urban/ Urban;03/04/2022 10:24;complet;dev_integral;(>40k€, 60k€);Non;Non;1049
garçon de café;F;z_High School;Private;z_SUV;no;3;9;z_Highly Rural/ Rural;20/05/2022 00:54;complet;dev_integral;(>20k€, 40k€);Non;Non;1050
metteur en scène;M;Bachelors;Private;Minivan;yes;0;6;Highly Urban/ Urban;22/04/2022 07:51;complet;dev_express;(>80k€, 100k€);Non;Non;1051
statisticien;M;z_High School;Commercial;z_SUV;no;0;8;Highly Urban/ Urban;29/01/2022 23:53;complet;dev_integral;(>40k€, 60k€);Non;Non;1052
pisteur secouriste;M;z_High School;Private;Minivan;yes;3;1;Highly Urban/ Urban;21/05/2022 16:52;complet;dev_integral;(0, 20k€);Oui;Non;1053
architecte produit industriel;M;Bachelors;Commercial;Minivan;no;0;8;Highly Urban/ Urban;04/05/2022 21:53;complet;dev_integral;(N/A - Missing Value);Non;Non;1054
agent arboricole;F;Bachelors;Private;Minivan;yes;4;12;Highly Urban/ Urban;25/01/2022 02:36;complet;dev_premium;(>20k€, 40k€);Non;Non;1055
conseiller pénitentiaire d'insertion et de probation;M;Bachelors;Commercial;Panel Truck;no;0;1;Highly Urban/ Urban;27/01/2022 10:59;complet;dev_integral;(>60k€, 80k€);Non;Non;1056
agent d'exploitation de l'eau;M;Masters;Private;Pickup;no;2;17;Highly Urban/ Urban;11/03/2022 17:06;complet;dev_integral;(>80k€, 100k€);Non;Non;1057
installateur en télécoms;F;z_High School;Commercial;Minivan;no;0;1;z_Highly Rural/ Rural;25/05/2022 04:29;complet;dev_integral;(>60k€, 80k€);Oui;Non;1058
serrurier dépanneur dépanneuse;F;Bachelors;Commercial;Minivan;no;1;5;Highly Urban/ Urban;20/01/2022 13:19;complet;dev_premium;(>60k€, 80k€);Oui;Non;1059
expert automobile;F;<High School;Commercial;Pickup;yes;0;1;Highly Urban/ Urban;22/04/2022 03:55;complet;dev_integral;(>40k€, 60k€);Non;Non;1060
chargé d'études en marketing;F;Masters;Commercial;Panel Truck;no;7;15;Highly Urban/ Urban;10/02/2022 11:43;complet;dev_integral;(>60k€, 80k€);Non;Non;1061
géographe;M;Masters;Commercial;Panel Truck;no;4;15;Highly Urban/ Urban;24/02/2022 22:38;complet;dev_express;(>150k€);Non;Non;1062
chargé de recherche et développement déchets;F;Bachelors;Private;Sports Car;no;2;12;Highly Urban/ Urban;17/03/2022 13:01;complet;dev_express;(>40k€, 60k€);Non;Non;1063
anatomiste;F;PhD;Private;z_SUV;no;4;;Highly Urban/ Urban;04/03/2022 23:01;complet;dev_express;(>100k€, 150k€);Non;Oui;1064
critique d'art;M;<High School;Private;z_SUV;no;0;1;z_Highly Rural/ Rural;20/04/2022 21:31;complet;dev_express;(0, 20k€);Non;Non;1065
maraîcher;F;Masters;Private;Van;no;4;12;Highly Urban/ Urban;30/01/2022 10:23;complet;dev_express;(>60k€, 80k€);Non;Non;1066
inspecteur des douanes, des finances publiques ou du travail;M;Masters;Private;Minivan;yes;3;17;Highly Urban/ Urban;11/02/2022 03:05;complet;dev_integral;(>20k€, 40k€);Non;Non;1067
cordonnier;F;Bachelors;Private;Sports Car;no;0;1;Highly Urban/ Urban;05/03/2022 22:31;complet;dev_integral;(>40k€, 60k€);Oui;Non;1068
opérateur sur machine à commande numérique;F;<High School;Commercial;Van;no;7;1;Highly Urban/ Urban;16/02/2022 21:11;complet;dev_express;(>20k€, 40k€);Non;Non;1069
psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle;F;Masters;Private;Van;yes;0;12;Highly Urban/ Urban;25/01/2022 22:15;complet;dev_integral;(>100k€, 150k€);Non;Non;1070
technicien de forge;F;Bachelors;Commercial;Pickup;yes;0;1;z_Highly Rural/ Rural;06/03/2022 06:46;complet;dev_express;(>100k€, 150k€);Oui;Oui;1071
ingénieur papetier papetière;F;z_High School;Commercial;Van;no;0;1;Highly Urban/ Urban;15/04/2022 19:54;complet;dev_express;(>40k€, 60k€);Oui;Oui;1072
agent de sécurité;M;Bachelors;Commercial;Van;yes;0;11;z_Highly Rural/ Rural;24/03/2022 05:03;complet;dev_integral;(>100k€, 150k€);Oui;Oui;1073
conducteur de métro;F;Masters;Commercial;Panel Truck;yes;3;19;Highly Urban/ Urban;06/02/2022 04:58;complet;dev_integral;(>150k€);Non;Non;1074
décolleteur;F;Bachelors;Commercial;Pickup;no;1;12;Highly Urban/ Urban;27/03/2022 09:03;complet;dev_integral;(>40k€, 60k€);Non;Non;1075
agent de sécurité;F;z_High School;Private;Van;no;0;;Highly Urban/ Urban;28/02/2022 04:43;complet;dev_express;(>20k€, 40k€);Oui;Oui;1076
chef de projet informatique;F;z_High School;Private;Pickup;yes;0;7;Highly Urban/ Urban;17/02/2022 12:07;complet;dev_express;(>20k€, 40k€);Oui;Oui;1077
ingénieur de recherche clinique et épidémiologique;F;z_High School;Private;z_SUV;no;3;8;Highly Urban/ Urban;21/03/2022 04:50;complet;dev_integral;(>40k€, 60k€);Non;Non;1078
greffier;F;Bachelors;Commercial;Panel Truck;yes;0;1;Highly Urban/ Urban;29/04/2022 13:22;complet;dev_express;(>20k€, 40k€);Non;Non;1079
ingénieur en caractérisation des matériaux;M;Bachelors;Private;Minivan;yes;5;10;Highly Urban/ Urban;21/04/2022 12:08;complet;dev_express;(>60k€, 80k€);Non;Non;1080
matelot de la marine marchande;F;Bachelors;Commercial;Panel Truck;yes;2;1;Highly Urban/ Urban;19/01/2022 11:20;complet;dev_integral;(>100k€, 150k€);Non;Non;1081
chargé de pharmacovigilance;M;Masters;Private;Minivan;no;0;15;Highly Urban/ Urban;09/03/2022 20:30;complet;dev_integral;(>100k€, 150k€);Oui;Non;1082
hydrogéologue;M;PhD;Private;Sports Car;no;3;17;Highly Urban/ Urban;01/03/2022 14:18;complet;dev_express;(>80k€, 100k€);Non;Non;1083
chargé de recherche en acoustique musicale;M;Masters;Private;z_SUV;no;0;18;Highly Urban/ Urban;25/02/2022 19:38;complet;dev_express;(>40k€, 60k€);Non;Non;1084
entraîneur sportif sportive;F;Bachelors;Commercial;Minivan;yes;0;1;Highly Urban/ Urban;06/04/2022 01:42;complet;dev_integral;(>80k€, 100k€);Oui;Non;1085
ingénieur en production et expérimentations végétales;F;z_High School;Private;Sports Car;no;4;4;Highly Urban/ Urban;04/04/2022 10:25;complet;dev_express;(0, 20k€);Oui;Oui;1086
agent de sécurité;F;<High School;Private;Minivan;no;5;1;Highly Urban/ Urban;04/02/2022 21:07;complet;dev_express;(>40k€, 60k€);Oui;Oui;1087
styliste;M;Bachelors;Commercial;Van;yes;2;8;Highly Urban/ Urban;06/01/2022 03:31;complet;dev_express;(N/A - Missing Value);Non;Non;1088
costumier;F;Masters;Private;z_SUV;no;0;14;Highly Urban/ Urban;15/03/2022 18:00;complet;dev_integral;(>40k€, 60k€);Non;Non;1089
régisseur lumière;M;<High School;Commercial;Van;yes;3;1;Highly Urban/ Urban;23/01/2022 03:10;complet;dev_express;(>80k€, 100k€);Oui;Non;1090
botaniste;M;<High School;Private;Pickup;yes;0;1;Highly Urban/ Urban;18/02/2022 02:05;complet;dev_integral;(>20k€, 40k€);Non;Non;1091
directeur de magasin à grande surface;F;Masters;Private;Sports Car;yes;8;6;Highly Urban/ Urban;09/02/2022 05:52;complet;dev_integral;(>20k€, 40k€);Oui;Non;1092
barman;F;Bachelors;Commercial;Pickup;no;0;6;z_Highly Rural/ Rural;07/04/2022 03:39;complet;dev_integral;(>60k€, 80k€);Oui;Non;1093
responsable des ressources humaines;F;Masters;Commercial;Panel Truck;yes;0;16;z_Highly Rural/ Rural;03/04/2022 15:51;complet;dev_integral;(>80k€, 100k€);Non;Non;1094
facteur d'instruments;F;PhD;Commercial;Pickup;no;0;19;Highly Urban/ Urban;01/03/2022 20:07;complet;dev_integral;(0, 20k€);Oui;Oui;1095
gestionnaire de contrats d'assurance;F;Bachelors;Private;Minivan;no;5;13;Highly Urban/ Urban;31/03/2022 06:34;complet;dev_premium;(>80k€, 100k€);Oui;Oui;1096
électromécanicien;F;z_High School;Private;Minivan;no;4;8;Highly Urban/ Urban;24/01/2022 07:06;complet;dev_express;(0, 20k€);Oui;Non;1097
convoyeur de fonds;F;Bachelors;Commercial;Panel Truck;yes;1;;z_Highly Rural/ Rural;24/02/2022 16:14;complet;dev_integral;(>100k€, 150k€);Non;Non;1098
conseiller en génétique;M;Bachelors;Commercial;Minivan;no;4;12;Highly Urban/ Urban;26/01/2022 07:50;complet;dev_express;(>100k€, 150k€);Non;Non;1099
éclairagiste;M;Bachelors;Commercial;z_SUV;no;3;9;Highly Urban/ Urban;07/02/2022 09:30;complet;dev_express;(N/A - Missing Value);Oui;Oui;1100
sellier;M;PhD;Private;Van;no;0;13;Highly Urban/ Urban;11/03/2022 02:37;complet;dev_vip;(>150k€);Oui;Non;1101
technicien de forge;F;Masters;Private;Minivan;yes;2;9;z_Highly Rural/ Rural;08/03/2022 10:38;complet;dev_integral;(>20k€, 40k€);Non;Non;1102
responsable du recrutement;M;Masters;Private;Minivan;yes;1;8;Highly Urban/ Urban;15/04/2022 09:55;complet;dev_express;(>100k€, 150k€);Non;Non;1103
officier de police;F;Bachelors;Commercial;z_SUV;no;0;9;Highly Urban/ Urban;29/05/2022 18:16;complet;dev_integral;(>80k€, 100k€);Non;Non;1104
formateur en informatique;M;Bachelors;Private;Minivan;no;0;1;z_Highly Rural/ Rural;16/04/2022 13:39;complet;dev_express;(>100k€, 150k€);Non;Non;1105
responsable de scierie;M;Masters;Commercial;Panel Truck;no;9;16;Highly Urban/ Urban;22/01/2022 05:58;complet;dev_express;(>100k€, 150k€);Oui;Oui;1106
halieute;M;Masters;Commercial;Panel Truck;yes;0;12;Highly Urban/ Urban;27/03/2022 20:38;complet;dev_premium;(>60k€, 80k€);Non;Non;1107
sellier;M;Bachelors;Private;z_SUV;no;0;10;Highly Urban/ Urban;04/01/2022 05:01;complet;dev_integral;(>40k€, 60k€);Oui;Non;1108
projectionniste;F;Bachelors;Commercial;Van;no;8;8;Highly Urban/ Urban;13/02/2022 15:16;complet;dev_integral;(>80k€, 100k€);Non;Non;1109
technicien en traitement des matériaux;M;Masters;Private;z_SUV;no;5;14;Highly Urban/ Urban;19/03/2022 20:36;complet;dev_premium;(>100k€, 150k€);Oui;Non;1110
infirmier humanitaire;M;<High School;Commercial;Pickup;no;1;1;Highly Urban/ Urban;23/03/2022 12:55;complet;dev_integral;(0, 20k€);Non;Non;1111
ingénieur en automatismes;M;Masters;Private;Sports Car;no;0;21;Highly Urban/ Urban;24/02/2022 13:26;complet;dev_express;(>40k€, 60k€);Non;Non;1112
opticien-lunetier;M;Bachelors;Private;Sports Car;no;1;1;Highly Urban/ Urban;30/05/2022 19:44;complet;dev_integral;(0, 20k€);Non;Non;1113
ingénieur environnement;M;<High School;Private;Van;yes;3;4;Highly Urban/ Urban;02/03/2022 11:38;complet;dev_express;(>20k€, 40k€);Non;Non;1114
sapeur-pompier;F;Masters;Private;Minivan;no;0;16;Highly Urban/ Urban;20/05/2022 22:56;complet;dev_integral;(>40k€, 60k€);Non;Non;1115
consultant en validation;F;Masters;Private;Pickup;yes;0;10;Highly Urban/ Urban;29/04/2022 03:01;complet;dev_integral;(>40k€, 60k€);Non;Non;1116
consultant en management de l'innovation;M;z_High School;Private;Pickup;yes;1;7;Highly Urban/ Urban;25/01/2022 05:05;complet;dev_express;(>20k€, 40k€);Oui;Non;1117
conducteur d'engins de travaux publics;F;z_High School;Commercial;Pickup;yes;1;1;Highly Urban/ Urban;03/03/2022 19:35;complet;dev_integral;(>40k€, 60k€);Non;Non;1118
ingénieur radioprotection;M;z_High School;Private;Minivan;yes;0;9;Highly Urban/ Urban;16/02/2022 23:56;complet;dev_express;(>40k€, 60k€);Non;Non;1119
notaire;F;PhD;Private;Minivan;yes;1;12;Highly Urban/ Urban;08/04/2022 12:32;complet;dev_integral;(>80k€, 100k€);Non;Non;1120
technicien de contrôle;M;Bachelors;Private;Sports Car;no;0;9;Highly Urban/ Urban;24/05/2022 09:52;complet;dev_integral;(>80k€, 100k€);Non;Non;1121
zoologiste;F;Masters;Commercial;Panel Truck;yes;1;15;Highly Urban/ Urban;02/03/2022 00:49;complet;dev_integral;(>100k€, 150k€);Non;Non;1122
sommelier;F;Masters;Commercial;Panel Truck;yes;1;12;Highly Urban/ Urban;09/02/2022 22:53;complet;dev_premium;(>100k€, 150k€);Non;Non;1123
mécanicien bateaux;M;z_High School;Commercial;Minivan;no;2;4;Highly Urban/ Urban;24/01/2022 05:37;complet;dev_integral;(>20k€, 40k€);Oui;Oui;1124
conservateur territorial de bibliothèques;F;Bachelors;Commercial;Pickup;no;0;11;z_Highly Rural/ Rural;20/03/2022 04:45;complet;dev_express;(>60k€, 80k€);Oui;Non;1125
responsable approvisionnement;M;Bachelors;Private;Pickup;yes;1;12;Highly Urban/ Urban;16/03/2022 09:04;complet;dev_integral;(>60k€, 80k€);Non;Non;1126
chef de produit marketing;M;z_High School;Commercial;Minivan;yes;0;11;z_Highly Rural/ Rural;15/03/2022 13:46;complet;dev_express;(0, 20k€);Non;Non;1127
psychomotricien;F;z_High School;Private;z_SUV;no;0;8;z_Highly Rural/ Rural;24/05/2022 16:03;complet;dev_integral;(>60k€, 80k€);Non;Non;1128
sociologue;M;Bachelors;Private;z_SUV;no;4;7;Highly Urban/ Urban;26/03/2022 03:48;complet;dev_integral;(>100k€, 150k€);Non;Non;1129
vendeur en animalerie;F;<High School;Private;z_SUV;no;5;4;Highly Urban/ Urban;28/05/2022 19:05;complet;dev_integral;(>60k€, 80k€);Non;Non;1130
étalagiste;F;PhD;Private;z_SUV;no;1;12;Highly Urban/ Urban;19/04/2022 21:51;complet;dev_integral;(>150k€);Non;Non;1131
accompagnateur de voyages;F;z_High School;Private;Minivan;no;0;1;Highly Urban/ Urban;04/04/2022 05:24;complet;dev_express;(>20k€, 40k€);Non;Non;1132
hôtesse de l'air;F;Bachelors;Private;Minivan;yes;3;8;Highly Urban/ Urban;25/01/2022 05:14;complet;dev_express;(>60k€, 80k€);Oui;Non;1133
staffeur-ornemaniste;F;z_High School;Private;z_SUV;no;1;10;z_Highly Rural/ Rural;25/02/2022 17:41;complet;dev_integral;(>20k€, 40k€);Non;Non;1134
comédien;M;Bachelors;Private;z_SUV;no;0;7;Highly Urban/ Urban;07/03/2022 18:50;complet;dev_integral;(>40k€, 60k€);Oui;Non;1135
designer d'interaction;F;PhD;Private;z_SUV;no;0;12;Highly Urban/ Urban;11/05/2022 19:57;complet;dev_integral;(>20k€, 40k€);Oui;Non;1136
décolleteur;F;Masters;Private;z_SUV;no;3;;Highly Urban/ Urban;25/05/2022 05:18;complet;dev_express;(>20k€, 40k€);Non;Non;1137
chocolatier-confiseur;F;Bachelors;Private;Sports Car;no;10;2;Highly Urban/ Urban;07/02/2022 06:33;complet;dev_integral;(>20k€, 40k€);Non;Non;1138
auditeur externe;F;z_High School;Private;z_SUV;no;0;10;Highly Urban/ Urban;02/03/2022 22:19;complet;dev_express;(>20k€, 40k€);Non;Non;1139
verrier au chalumeau;M;<High School;Private;Pickup;no;3;1;Highly Urban/ Urban;29/04/2022 09:55;complet;dev_integral;(>20k€, 40k€);Non;Non;1140
chargé de référencement web;M;Bachelors;Private;Sports Car;no;0;12;z_Highly Rural/ Rural;27/02/2022 08:10;complet;dev_integral;(0, 20k€);Oui;Oui;1141
chef de projet éolien;F;<High School;Commercial;Pickup;yes;2;7;z_Highly Rural/ Rural;10/02/2022 16:53;complet;dev_express;(>20k€, 40k€);Non;Non;1142
sociologue;F;PhD;Private;Pickup;yes;4;22;Highly Urban/ Urban;07/05/2022 12:19;complet;dev_integral;(>100k€, 150k€);Non;Non;1143
auteur-compositeur interprète interprète;F;Bachelors;Commercial;Panel Truck;no;0;;z_Highly Rural/ Rural;19/05/2022 09:28;complet;dev_integral;(>80k€, 100k€);Oui;Oui;1144
éducateur de la protection judiciaire de la jeunesse (PJJ);M;<High School;Private;Sports Car;no;2;7;Highly Urban/ Urban;24/03/2022 21:00;complet;dev_express;(0, 20k€);Oui;Non;1145
gestionnaire de parc micro-informatique;M;PhD;Private;Minivan;yes;3;21;Highly Urban/ Urban;18/01/2022 09:50;complet;dev_express;(>60k€, 80k€);Non;Non;1146
tapissier d'ameublement;M;<High School;Private;z_SUV;no;7;1;Highly Urban/ Urban;14/03/2022 09:34;complet;dev_integral;(>60k€, 80k€);Oui;Non;1147
ingénieur fluides, énergies, réseaux, environnement;F;<High School;Private;z_SUV;no;0;6;z_Highly Rural/ Rural;25/01/2022 07:45;complet;dev_express;(>20k€, 40k€);Non;Non;1148
ingénieur en fonderie;F;<High School;Private;Minivan;yes;0;7;Highly Urban/ Urban;02/05/2022 07:04;complet;dev_premium;(>40k€, 60k€);Non;Non;1149
glaciologue;M;Bachelors;Commercial;Minivan;no;7;10;Highly Urban/ Urban;08/04/2022 04:34;complet;dev_express;(>60k€, 80k€);Non;Non;1150
opérateur de fabrication de produits alimentaires;M;z_High School;Commercial;Pickup;no;3;9;Highly Urban/ Urban;17/05/2022 12:05;complet;dev_express;(>20k€, 40k€);Oui;Oui;1151
opérateur de raffinerie;M;Masters;Commercial;Panel Truck;yes;5;20;Highly Urban/ Urban;20/02/2022 04:37;complet;dev_integral;(>100k€, 150k€);Non;Non;1152
chercheur en biologie;M;z_High School;Private;z_SUV;no;1;8;z_Highly Rural/ Rural;03/01/2022 02:02;complet;dev_integral;(>20k€, 40k€);Non;Non;1153
électromécanicien en remontées mécaniques;F;Masters;Private;Minivan;yes;2;20;Highly Urban/ Urban;27/05/2022 05:18;complet;dev_express;(>100k€, 150k€);Non;Non;1154
aide-soignant;M;z_High School;Private;Minivan;no;2;1;z_Highly Rural/ Rural;22/05/2022 15:08;complet;dev_express;(>40k€, 60k€);Non;Non;1155
conseiller en génétique;F;z_High School;Private;Minivan;no;3;1;Highly Urban/ Urban;23/01/2022 01:08;complet;dev_integral;(>60k€, 80k€);Non;Non;1156
web-ergonome;F;Bachelors;Commercial;Van;no;6;4;Highly Urban/ Urban;19/01/2022 20:37;complet;dev_premium;(>80k€, 100k€);Non;Non;1157
agenceur de cuisines et salles de bains;M;z_High School;Private;Minivan;no;0;1;z_Highly Rural/ Rural;08/05/2022 18:08;complet;dev_integral;(>40k€, 60k€);Non;Oui;1158
